Variable,Label_ID,FS_Label_Name,Hemisphere,FS_Structure,Feature_Family
label8_wavelet-HLL_glcm_JointEnergy,8,Left-Cerebellum-Cortex,LH,Cerebellum-Cortex,Texture – GLCM
label2_wavelet-LLH_glcm_JointEntropy,2,Left-Cerebral-White-Matter,LH,Cerebral-White-Matter,Texture – GLCM
label2002_wavelet-HHH_firstorder_Variance,2002,ctx-rh-caudalanteriorcingulate,RH,caudalanteriorcingulate,First-order
label2002_wavelet-HHH_firstorder_RootMeanSquared,2002,ctx-rh-caudalanteriorcingulate,RH,caudalanteriorcingulate,First-order
label1018_wavelet-LHL_gldm_LargeDependenceHighGrayLevelEmphasis,1018,ctx-lh-parsopercularis,LH,parsopercularis,Texture – GLDM
label2002_wavelet-HHH_firstorder_InterquartileRange,2002,ctx-rh-caudalanteriorcingulate,RH,caudalanteriorcingulate,First-order
label2011_wavelet-HHH_gldm_SmallDependenceLowGrayLevelEmphasis,2011,ctx-rh-lateraloccipital,RH,lateraloccipital,Texture – GLDM
label11_wavelet-HHH_firstorder_MeanAbsoluteDeviation,11,Left-Caudate,LH,Caudate,First-order
label41_wavelet-LLH_glcm_Idmn,41,Right-Cerebral-White-Matter,RH,Cerebral-White-Matter,Texture – GLCM
label41_wavelet-LLH_glcm_Idm,41,Right-Cerebral-White-Matter,RH,Cerebral-White-Matter,Texture – GLCM
label41_wavelet-LLH_glcm_Id,41,Right-Cerebral-White-Matter,RH,Cerebral-White-Matter,Texture – GLCM
label41_wavelet-LLH_glcm_Contrast,41,Right-Cerebral-White-Matter,RH,Cerebral-White-Matter,Texture – GLCM
label41_wavelet-LLH_glcm_DifferenceAverage,41,Right-Cerebral-White-Matter,RH,Cerebral-White-Matter,Texture – GLCM
label41_wavelet-LLH_glcm_InverseVariance,41,Right-Cerebral-White-Matter,RH,Cerebral-White-Matter,Texture – GLCM
label41_wavelet-LLH_glcm_Idn,41,Right-Cerebral-White-Matter,RH,Cerebral-White-Matter,Texture – GLCM
label2_wavelet-LLH_glrlm_GrayLevelNonUniformityNormalized,2,Left-Cerebral-White-Matter,LH,Cerebral-White-Matter,Texture – GLRLM
label2_wavelet-LLH_glrlm_GrayLevelVariance,2,Left-Cerebral-White-Matter,LH,Cerebral-White-Matter,Texture – GLRLM
label2002_wavelet-HHH_firstorder_MeanAbsoluteDeviation,2002,ctx-rh-caudalanteriorcingulate,RH,caudalanteriorcingulate,First-order
label253_wavelet-LLH_glcm_DifferenceVariance,253,CC_Central,Midline/Other,CC_Central,Texture – GLCM
label2023_wavelet-LHL_glrlm_ShortRunEmphasis,2023,ctx-rh-posteriorcingulate,RH,posteriorcingulate,Texture – GLRLM
label2002_wavelet-LLH_glrlm_RunVariance,2002,ctx-rh-caudalanteriorcingulate,RH,caudalanteriorcingulate,Texture – GLRLM
label2023_wavelet-LHL_glrlm_LongRunLowGrayLevelEmphasis,2023,ctx-rh-posteriorcingulate,RH,posteriorcingulate,Texture – GLRLM
label2_wavelet-HLL_glcm_DifferenceEntropy,2,Left-Cerebral-White-Matter,LH,Cerebral-White-Matter,Texture – GLCM
label2025_wavelet-LLH_glrlm_LongRunLowGrayLevelEmphasis,2025,ctx-rh-precuneus,RH,precuneus,Texture – GLRLM
label252_wavelet-LHL_glcm_Correlation,252,CC_Mid_Posterior,Midline/Other,CC_Mid_Posterior,Texture – GLCM
label252_wavelet-LHL_glcm_Idmn,252,CC_Mid_Posterior,Midline/Other,CC_Mid_Posterior,Texture – GLCM
label252_wavelet-LHL_glcm_Idn,252,CC_Mid_Posterior,Midline/Other,CC_Mid_Posterior,Texture – GLCM
label252_wavelet-LHL_glcm_InverseVariance,252,CC_Mid_Posterior,Midline/Other,CC_Mid_Posterior,Texture – GLCM
label252_wavelet-LHL_glcm_Idm,252,CC_Mid_Posterior,Midline/Other,CC_Mid_Posterior,Texture – GLCM
label252_wavelet-LHL_glcm_DifferenceAverage,252,CC_Mid_Posterior,Midline/Other,CC_Mid_Posterior,Texture – GLCM
label252_wavelet-LHL_glcm_Id,252,CC_Mid_Posterior,Midline/Other,CC_Mid_Posterior,Texture – GLCM
label252_wavelet-LHL_glcm_Contrast,252,CC_Mid_Posterior,Midline/Other,CC_Mid_Posterior,Texture – GLCM
label1024_wavelet-HLL_glcm_DifferenceEntropy,1024,ctx-lh-precentral,LH,precentral,Texture – GLCM
label2028_wavelet-LLH_glcm_DifferenceVariance,2028,ctx-rh-superiorfrontal,RH,superiorfrontal,Texture – GLCM
label8_log-sigma-5-0-mm-3D_glrlm_ShortRunLowGrayLevelEmphasis,8,Left-Cerebellum-Cortex,LH,Cerebellum-Cortex,Texture – GLRLM
label1024_wavelet-LHL_glszm_LargeAreaHighGrayLevelEmphasis,1024,ctx-lh-precentral,LH,precentral,Texture – GLSZM
label1035_wavelet-LHL_glcm_Autocorrelation,1035,ctx-lh-insula,LH,insula,Texture – GLCM
label1014_log-sigma-1-0-mm-3D_glcm_ClusterShade,1014,ctx-lh-medialorbitofrontal,LH,medialorbitofrontal,Texture – GLCM
label253_wavelet-LLH_glcm_DifferenceEntropy,253,CC_Central,Midline/Other,CC_Central,Texture – GLCM
label8_wavelet-LHL_glcm_JointEnergy,8,Left-Cerebellum-Cortex,LH,Cerebellum-Cortex,Texture – GLCM
label41_log-sigma-1-0-mm-3D_glszm_GrayLevelNonUniformity,41,Right-Cerebral-White-Matter,RH,Cerebral-White-Matter,Texture – GLSZM
label1035_wavelet-LLH_glrlm_LongRunLowGrayLevelEmphasis,1035,ctx-lh-insula,LH,insula,Texture – GLRLM
label1011_wavelet-HHL_gldm_SmallDependenceEmphasis,1011,ctx-lh-lateraloccipital,LH,lateraloccipital,Texture – GLDM
label28_wavelet-LHL_gldm_LargeDependenceLowGrayLevelEmphasis,28,Left-VentralDC,LH,VentralDC,Texture – GLDM
label14_wavelet-LHH_firstorder_RobustMeanAbsoluteDeviation,14,3rd-Ventricle,Midline/Other,3rd-Ventricle,First-order
label1014_log-sigma-1-0-mm-3D_glcm_Autocorrelation,1014,ctx-lh-medialorbitofrontal,LH,medialorbitofrontal,Texture – GLCM
label2014_wavelet-LHL_gldm_LargeDependenceLowGrayLevelEmphasis,2014,ctx-rh-medialorbitofrontal,RH,medialorbitofrontal,Texture – GLDM
label1035_wavelet-LHL_glcm_SumAverage,1035,ctx-lh-insula,LH,insula,Texture – GLCM
label1035_wavelet-LHL_glcm_JointAverage,1035,ctx-lh-insula,LH,insula,Texture – GLCM
label251_wavelet-HLH_firstorder_Energy,251,CC_Posterior,Midline/Other,CC_Posterior,First-order
label251_wavelet-HLH_firstorder_TotalEnergy,251,CC_Posterior,Midline/Other,CC_Posterior,First-order
label17_wavelet-HLL_glcm_MCC,17,Left-Hippocampus,LH,Hippocampus,Texture – GLCM
label1011_wavelet-HHL_glrlm_RunPercentage,1011,ctx-lh-lateraloccipital,LH,lateraloccipital,Texture – GLRLM
label2019_wavelet-LLH_glcm_Autocorrelation,2019,ctx-rh-parsorbitalis,RH,parsorbitalis,Texture – GLCM
label2035_log-sigma-1-0-mm-3D_glcm_SumEntropy,2035,ctx-rh-insula,RH,insula,Texture – GLCM
label2002_wavelet-LHH_firstorder_InterquartileRange,2002,ctx-rh-caudalanteriorcingulate,RH,caudalanteriorcingulate,First-order
label253_wavelet-LLH_glcm_Idm,253,CC_Central,Midline/Other,CC_Central,Texture – GLCM
label253_wavelet-LLH_glcm_Idn,253,CC_Central,Midline/Other,CC_Central,Texture – GLCM
label253_wavelet-LLH_glcm_Idmn,253,CC_Central,Midline/Other,CC_Central,Texture – GLCM
label253_wavelet-LLH_glcm_Id,253,CC_Central,Midline/Other,CC_Central,Texture – GLCM
label253_wavelet-LLH_glcm_Contrast,253,CC_Central,Midline/Other,CC_Central,Texture – GLCM
label253_wavelet-LLH_glcm_DifferenceAverage,253,CC_Central,Midline/Other,CC_Central,Texture – GLCM
label253_wavelet-LLH_glcm_InverseVariance,253,CC_Central,Midline/Other,CC_Central,Texture – GLCM
label11_wavelet-LLH_glcm_Imc1,11,Left-Caudate,LH,Caudate,Texture – GLCM
label2017_wavelet-LHL_glcm_Idn,2017,ctx-rh-paracentral,RH,paracentral,Texture – GLCM
label2017_wavelet-LHL_glcm_InverseVariance,2017,ctx-rh-paracentral,RH,paracentral,Texture – GLCM
label2017_wavelet-LHL_glcm_Contrast,2017,ctx-rh-paracentral,RH,paracentral,Texture – GLCM
label2017_wavelet-LHL_glcm_DifferenceAverage,2017,ctx-rh-paracentral,RH,paracentral,Texture – GLCM
label2017_wavelet-LHL_glcm_Idm,2017,ctx-rh-paracentral,RH,paracentral,Texture – GLCM
label2017_wavelet-LHL_glcm_Id,2017,ctx-rh-paracentral,RH,paracentral,Texture – GLCM
label2017_wavelet-LHL_glcm_Idmn,2017,ctx-rh-paracentral,RH,paracentral,Texture – GLCM
label2010_wavelet-HLH_firstorder_Variance,2010,ctx-rh-isthmuscingulate,RH,isthmuscingulate,First-order
label2_wavelet-LLH_glcm_Imc1,2,Left-Cerebral-White-Matter,LH,Cerebral-White-Matter,Texture – GLCM
label1024_wavelet-HLL_glcm_DifferenceVariance,1024,ctx-lh-precentral,LH,precentral,Texture – GLCM
label2011_wavelet-LHH_gldm_SmallDependenceHighGrayLevelEmphasis,2011,ctx-rh-lateraloccipital,RH,lateraloccipital,Texture – GLDM
label1030_wavelet-HLL_glcm_Imc1,1030,ctx-lh-superiortemporal,LH,superiortemporal,Texture – GLCM
label253_wavelet-HHH_firstorder_90Percentile,253,CC_Central,Midline/Other,CC_Central,First-order
label1011_wavelet-HHH_gldm_LargeDependenceHighGrayLevelEmphasis,1011,ctx-lh-lateraloccipital,LH,lateraloccipital,Texture – GLDM
label2023_wavelet-LHL_glrlm_ShortRunHighGrayLevelEmphasis,2023,ctx-rh-posteriorcingulate,RH,posteriorcingulate,Texture – GLRLM
label2010_wavelet-HLH_firstorder_RootMeanSquared,2010,ctx-rh-isthmuscingulate,RH,isthmuscingulate,First-order
label2028_wavelet-LLH_glcm_JointEntropy,2028,ctx-rh-superiorfrontal,RH,superiorfrontal,Texture – GLCM
label18_wavelet-LLH_glcm_MCC,18,Left-Amygdala,LH,Amygdala,Texture – GLCM
label252_wavelet-LHL_glrlm_RunPercentage,252,CC_Mid_Posterior,Midline/Other,CC_Mid_Posterior,Texture – GLRLM
label2_log-sigma-1-0-mm-3D_glszm_SizeZoneNonUniformity,2,Left-Cerebral-White-Matter,LH,Cerebral-White-Matter,Texture – GLSZM
label1031_wavelet-HLL_glcm_JointEntropy,1031,ctx-lh-supramarginal,LH,supramarginal,Texture – GLCM
label2014_log-sigma-1-0-mm-3D_gldm_LargeDependenceLowGrayLevelEmphasis,2014,ctx-rh-medialorbitofrontal,RH,medialorbitofrontal,Texture – GLDM
label2035_log-sigma-3-0-mm-3D_gldm_LowGrayLevelEmphasis,2035,ctx-rh-insula,RH,insula,Texture – GLDM
label2035_log-sigma-3-0-mm-3D_gldm_HighGrayLevelEmphasis,2035,ctx-rh-insula,RH,insula,Texture – GLDM
label2035_log-sigma-3-0-mm-3D_firstorder_Uniformity,2035,ctx-rh-insula,RH,insula,First-order
label2035_log-sigma-3-0-mm-3D_gldm_GrayLevelVariance,2035,ctx-rh-insula,RH,insula,Texture – GLDM
label2024_wavelet-LLH_glcm_Imc1,2024,ctx-rh-precentral,RH,precentral,Texture – GLCM
label28_wavelet-LHH_firstorder_TotalEnergy,28,Left-VentralDC,LH,VentralDC,First-order
label28_wavelet-LHH_firstorder_Energy,28,Left-VentralDC,LH,VentralDC,First-order
label50_wavelet-HLH_glrlm_LongRunLowGrayLevelEmphasis,50,Right-Caudate,RH,Caudate,Texture – GLRLM
label1020_log-sigma-3-0-mm-3D_glrlm_LongRunHighGrayLevelEmphasis,1020,ctx-lh-parstriangularis,LH,parstriangularis,Texture – GLRLM
label252_wavelet-LHL_glrlm_LongRunEmphasis,252,CC_Mid_Posterior,Midline/Other,CC_Mid_Posterior,Texture – GLRLM
label2_wavelet-LLH_glcm_DifferenceAverage,2,Left-Cerebral-White-Matter,LH,Cerebral-White-Matter,Texture – GLCM
label2_wavelet-LLH_glcm_Contrast,2,Left-Cerebral-White-Matter,LH,Cerebral-White-Matter,Texture – GLCM
label2_wavelet-LLH_glcm_InverseVariance,2,Left-Cerebral-White-Matter,LH,Cerebral-White-Matter,Texture – GLCM
label2_wavelet-LLH_glcm_Idm,2,Left-Cerebral-White-Matter,LH,Cerebral-White-Matter,Texture – GLCM
label2_wavelet-LLH_glcm_Id,2,Left-Cerebral-White-Matter,LH,Cerebral-White-Matter,Texture – GLCM
label2_wavelet-LLH_glcm_Idn,2,Left-Cerebral-White-Matter,LH,Cerebral-White-Matter,Texture – GLCM
label2_wavelet-LLH_glcm_Idmn,2,Left-Cerebral-White-Matter,LH,Cerebral-White-Matter,Texture – GLCM
label2035_wavelet-LHL_glcm_JointAverage,2035,ctx-rh-insula,RH,insula,Texture – GLCM
label2035_wavelet-LHL_glcm_SumAverage,2035,ctx-rh-insula,RH,insula,Texture – GLCM
label252_wavelet-LHL_glrlm_RunLengthNonUniformityNormalized,252,CC_Mid_Posterior,Midline/Other,CC_Mid_Posterior,Texture – GLRLM
label1014_log-sigma-1-0-mm-3D_glcm_SumAverage,1014,ctx-lh-medialorbitofrontal,LH,medialorbitofrontal,Texture – GLCM
label1014_log-sigma-1-0-mm-3D_glcm_JointAverage,1014,ctx-lh-medialorbitofrontal,LH,medialorbitofrontal,Texture – GLCM
label2002_wavelet-LHH_firstorder_RobustMeanAbsoluteDeviation,2002,ctx-rh-caudalanteriorcingulate,RH,caudalanteriorcingulate,First-order
label1014_log-sigma-1-0-mm-3D_gldm_LargeDependenceHighGrayLevelEmphasis,1014,ctx-lh-medialorbitofrontal,LH,medialorbitofrontal,Texture – GLDM
label2023_wavelet-LLH_gldm_LargeDependenceLowGrayLevelEmphasis,2023,ctx-rh-posteriorcingulate,RH,posteriorcingulate,Texture – GLDM
label2017_wavelet-LLH_glcm_DifferenceEntropy,2017,ctx-rh-paracentral,RH,paracentral,Texture – GLCM
label1014_log-sigma-1-0-mm-3D_firstorder_Mean,1014,ctx-lh-medialorbitofrontal,LH,medialorbitofrontal,First-order
label253_wavelet-LLH_glcm_JointEntropy,253,CC_Central,Midline/Other,CC_Central,Texture – GLCM
label18_wavelet-LLH_glcm_Imc2,18,Left-Amygdala,LH,Amygdala,Texture – GLCM
label2028_wavelet-LLH_glrlm_LongRunLowGrayLevelEmphasis,2028,ctx-rh-superiorfrontal,RH,superiorfrontal,Texture – GLRLM
label2002_wavelet-LLH_gldm_LargeDependenceEmphasis,2002,ctx-rh-caudalanteriorcingulate,RH,caudalanteriorcingulate,Texture – GLDM
label1035_wavelet-LHL_firstorder_Median,1035,ctx-lh-insula,LH,insula,First-order
label2002_wavelet-HHH_firstorder_90Percentile,2002,ctx-rh-caudalanteriorcingulate,RH,caudalanteriorcingulate,First-order
label2_wavelet-HLL_glcm_DifferenceVariance,2,Left-Cerebral-White-Matter,LH,Cerebral-White-Matter,Texture – GLCM
label2035_log-sigma-3-0-mm-3D_glcm_MaximumProbability,2035,ctx-rh-insula,RH,insula,Texture – GLCM
label11_wavelet-LLH_glrlm_LongRunEmphasis,11,Left-Caudate,LH,Caudate,Texture – GLRLM
label2011_log-sigma-5-0-mm-3D_glrlm_ShortRunLowGrayLevelEmphasis,2011,ctx-rh-lateraloccipital,RH,lateraloccipital,Texture – GLRLM
label252_wavelet-LHL_glrlm_ShortRunEmphasis,252,CC_Mid_Posterior,Midline/Other,CC_Mid_Posterior,Texture – GLRLM
label8_log-sigma-1-0-mm-3D_glrlm_ShortRunEmphasis,8,Left-Cerebellum-Cortex,LH,Cerebellum-Cortex,Texture – GLRLM
label253_wavelet-LLH_glcm_JointEnergy,253,CC_Central,Midline/Other,CC_Central,Texture – GLCM
label2026_wavelet-HLH_glcm_DifferenceEntropy,2026,ctx-rh-rostralanteriorcingulate,RH,rostralanteriorcingulate,Texture – GLCM
label1011_wavelet-HHL_glrlm_ShortRunEmphasis,1011,ctx-lh-lateraloccipital,LH,lateraloccipital,Texture – GLRLM
label2017_wavelet-LLH_glcm_DifferenceVariance,2017,ctx-rh-paracentral,RH,paracentral,Texture – GLCM
label2026_wavelet-HLH_glcm_DifferenceVariance,2026,ctx-rh-rostralanteriorcingulate,RH,rostralanteriorcingulate,Texture – GLCM
label1027_log-sigma-1-0-mm-3D_gldm_SmallDependenceHighGrayLevelEmphasis,1027,ctx-lh-rostralmiddlefrontal,LH,rostralmiddlefrontal,Texture – GLDM
label252_wavelet-LHL_gldm_LargeDependenceEmphasis,252,CC_Mid_Posterior,Midline/Other,CC_Mid_Posterior,Texture – GLDM
label2010_wavelet-LLH_glrlm_LongRunEmphasis,2010,ctx-rh-isthmuscingulate,RH,isthmuscingulate,Texture – GLRLM
label2_log-sigma-1-0-mm-3D_glszm_ZonePercentage,2,Left-Cerebral-White-Matter,LH,Cerebral-White-Matter,Texture – GLSZM
label1011_wavelet-HHH_gldm_SmallDependenceHighGrayLevelEmphasis,1011,ctx-lh-lateraloccipital,LH,lateraloccipital,Texture – GLDM
label2035_log-sigma-3-0-mm-3D_glrlm_LowGrayLevelRunEmphasis,2035,ctx-rh-insula,RH,insula,Texture – GLRLM
label2026_wavelet-HLH_glcm_Imc1,2026,ctx-rh-rostralanteriorcingulate,RH,rostralanteriorcingulate,Texture – GLCM
label2035_log-sigma-3-0-mm-3D_glrlm_HighGrayLevelRunEmphasis,2035,ctx-rh-insula,RH,insula,Texture – GLRLM
label17_wavelet-HLL_glcm_ClusterTendency,17,Left-Hippocampus,LH,Hippocampus,Texture – GLCM
label26_wavelet-HHH_firstorder_TotalEnergy,26,Left-Accumbens-area,LH,Accumbens-area,First-order
label1018_wavelet-LHL_gldm_GrayLevelVariance,1018,ctx-lh-parsopercularis,LH,parsopercularis,Texture – GLDM
label26_wavelet-HHH_firstorder_Energy,26,Left-Accumbens-area,LH,Accumbens-area,First-order
label1018_wavelet-LHL_firstorder_Median,1018,ctx-lh-parsopercularis,LH,parsopercularis,First-order
label1018_wavelet-LHL_firstorder_Uniformity,1018,ctx-lh-parsopercularis,LH,parsopercularis,First-order
label1018_wavelet-LHL_firstorder_Entropy,1018,ctx-lh-parsopercularis,LH,parsopercularis,First-order
label1011_wavelet-LLL_glrlm_RunLengthNonUniformityNormalized,1011,ctx-lh-lateraloccipital,LH,lateraloccipital,Texture – GLRLM
label1011_original_glrlm_RunLengthNonUniformityNormalized,1011,ctx-lh-lateraloccipital,LH,lateraloccipital,Texture – GLRLM
label2035_log-sigma-3-0-mm-3D_gldm_LargeDependenceHighGrayLevelEmphasis,2035,ctx-rh-insula,RH,insula,Texture – GLDM
label2035_log-sigma-3-0-mm-3D_glcm_Autocorrelation,2035,ctx-rh-insula,RH,insula,Texture – GLCM
label50_wavelet-HLH_glcm_Autocorrelation,50,Right-Caudate,RH,Caudate,Texture – GLCM
label1011_wavelet-HHH_glrlm_ShortRunLowGrayLevelEmphasis,1011,ctx-lh-lateraloccipital,LH,lateraloccipital,Texture – GLRLM
label2030_wavelet-HLL_glszm_LargeAreaHighGrayLevelEmphasis,2030,ctx-rh-superiortemporal,RH,superiortemporal,Texture – GLSZM
label11_wavelet-LLH_glcm_DifferenceEntropy,11,Left-Caudate,LH,Caudate,Texture – GLCM
label2011_wavelet-LHL_gldm_SmallDependenceEmphasis,2011,ctx-rh-lateraloccipital,RH,lateraloccipital,Texture – GLDM
label251_wavelet-HLH_firstorder_Variance,251,CC_Posterior,Midline/Other,CC_Posterior,First-order
label2026_wavelet-LLH_glrlm_ShortRunLowGrayLevelEmphasis,2026,ctx-rh-rostralanteriorcingulate,RH,rostralanteriorcingulate,Texture – GLRLM
label252_wavelet-LHL_glcm_ClusterProminence,252,CC_Mid_Posterior,Midline/Other,CC_Mid_Posterior,Texture – GLCM
label251_wavelet-HLH_firstorder_RootMeanSquared,251,CC_Posterior,Midline/Other,CC_Posterior,First-order
label1014_log-sigma-1-0-mm-3D_gldm_HighGrayLevelEmphasis,1014,ctx-lh-medialorbitofrontal,LH,medialorbitofrontal,Texture – GLDM
label1014_log-sigma-1-0-mm-3D_gldm_LowGrayLevelEmphasis,1014,ctx-lh-medialorbitofrontal,LH,medialorbitofrontal,Texture – GLDM
label2010_wavelet-LLH_glcm_Imc1,2010,ctx-rh-isthmuscingulate,RH,isthmuscingulate,Texture – GLCM
label2023_wavelet-LLH_glcm_ClusterTendency,2023,ctx-rh-posteriorcingulate,RH,posteriorcingulate,Texture – GLCM
label2011_wavelet-HHH_glrlm_RunPercentage,2011,ctx-rh-lateraloccipital,RH,lateraloccipital,Texture – GLRLM
label2035_log-sigma-3-0-mm-3D_glrlm_GrayLevelNonUniformityNormalized,2035,ctx-rh-insula,RH,insula,Texture – GLRLM
label11_wavelet-HLL_glcm_DifferenceEntropy,11,Left-Caudate,LH,Caudate,Texture – GLCM
label1018_wavelet-LHL_glcm_SumSquares,1018,ctx-lh-parsopercularis,LH,parsopercularis,Texture – GLCM
label2035_log-sigma-3-0-mm-3D_glrlm_GrayLevelVariance,2035,ctx-rh-insula,RH,insula,Texture – GLRLM
label251_wavelet-HLH_firstorder_MeanAbsoluteDeviation,251,CC_Posterior,Midline/Other,CC_Posterior,First-order
label1031_wavelet-LHL_firstorder_Skewness,1031,ctx-lh-supramarginal,LH,supramarginal,First-order
label53_wavelet-LLH_gldm_DependenceEntropy,53,Right-Hippocampus,RH,Hippocampus,Texture – GLDM
label252_wavelet-LHL_glrlm_LongRunLowGrayLevelEmphasis,252,CC_Mid_Posterior,Midline/Other,CC_Mid_Posterior,Texture – GLRLM
label1003_wavelet-LLH_glcm_Idmn,1003,ctx-lh-caudalmiddlefrontal,LH,caudalmiddlefrontal,Texture – GLCM
label2035_wavelet-LHL_glcm_ClusterShade,2035,ctx-rh-insula,RH,insula,Texture – GLCM
label1003_wavelet-LLH_glcm_Idm,1003,ctx-lh-caudalmiddlefrontal,LH,caudalmiddlefrontal,Texture – GLCM
label28_wavelet-LHL_glrlm_LongRunLowGrayLevelEmphasis,28,Left-VentralDC,LH,VentralDC,Texture – GLRLM
label1003_wavelet-LLH_glcm_Id,1003,ctx-lh-caudalmiddlefrontal,LH,caudalmiddlefrontal,Texture – GLCM
label1003_wavelet-LLH_glcm_Idn,1003,ctx-lh-caudalmiddlefrontal,LH,caudalmiddlefrontal,Texture – GLCM
label1003_wavelet-LLH_glcm_Contrast,1003,ctx-lh-caudalmiddlefrontal,LH,caudalmiddlefrontal,Texture – GLCM
label1003_wavelet-LLH_glcm_DifferenceAverage,1003,ctx-lh-caudalmiddlefrontal,LH,caudalmiddlefrontal,Texture – GLCM
label1003_wavelet-LLH_glcm_InverseVariance,1003,ctx-lh-caudalmiddlefrontal,LH,caudalmiddlefrontal,Texture – GLCM
label1028_wavelet-LHH_glcm_Imc2,1028,ctx-lh-superiorfrontal,LH,superiorfrontal,Texture – GLCM
label1018_wavelet-LHL_glcm_Autocorrelation,1018,ctx-lh-parsopercularis,LH,parsopercularis,Texture – GLCM
label2028_wavelet-HHH_glcm_DifferenceEntropy,2028,ctx-rh-superiorfrontal,RH,superiorfrontal,Texture – GLCM
label2035_log-sigma-1-0-mm-3D_glcm_MaximumProbability,2035,ctx-rh-insula,RH,insula,Texture – GLCM
label2035_log-sigma-1-0-mm-3D_glcm_JointEnergy,2035,ctx-rh-insula,RH,insula,Texture – GLCM
label251_wavelet-HLH_firstorder_10Percentile,251,CC_Posterior,Midline/Other,CC_Posterior,First-order
label1018_wavelet-LHL_firstorder_Skewness,1018,ctx-lh-parsopercularis,LH,parsopercularis,First-order
label1030_wavelet-HLL_glcm_DifferenceEntropy,1030,ctx-lh-superiortemporal,LH,superiortemporal,Texture – GLCM
label28_wavelet-LHL_glcm_MaximumProbability,28,Left-VentralDC,LH,VentralDC,Texture – GLCM
label17_wavelet-HLL_glcm_ClusterProminence,17,Left-Hippocampus,LH,Hippocampus,Texture – GLCM
label17_wavelet-HLL_glcm_Correlation,17,Left-Hippocampus,LH,Hippocampus,Texture – GLCM
label2028_wavelet-HHH_glcm_Imc1,2028,ctx-rh-superiorfrontal,RH,superiorfrontal,Texture – GLCM
label1011_wavelet-HHL_glrlm_RunEntropy,1011,ctx-lh-lateraloccipital,LH,lateraloccipital,Texture – GLRLM
label2028_wavelet-HHH_glcm_DifferenceVariance,2028,ctx-rh-superiorfrontal,RH,superiorfrontal,Texture – GLCM
label1030_wavelet-HLL_glcm_DifferenceVariance,1030,ctx-lh-superiortemporal,LH,superiortemporal,Texture – GLCM
label2028_wavelet-LLH_glcm_JointEnergy,2028,ctx-rh-superiorfrontal,RH,superiorfrontal,Texture – GLCM
label1011_wavelet-HHL_glrlm_ShortRunHighGrayLevelEmphasis,1011,ctx-lh-lateraloccipital,LH,lateraloccipital,Texture – GLRLM
label2010_wavelet-LLH_glcm_DifferenceEntropy,2010,ctx-rh-isthmuscingulate,RH,isthmuscingulate,Texture – GLCM
label11_wavelet-LLH_glcm_DifferenceVariance,11,Left-Caudate,LH,Caudate,Texture – GLCM
label28_wavelet-LHL_glcm_JointEntropy,28,Left-VentralDC,LH,VentralDC,Texture – GLCM
label1031_wavelet-HLL_glcm_JointEnergy,1031,ctx-lh-supramarginal,LH,supramarginal,Texture – GLCM
label1030_log-sigma-1-0-mm-3D_glrlm_LongRunHighGrayLevelEmphasis,1030,ctx-lh-superiortemporal,LH,superiortemporal,Texture – GLRLM
